question,reference_answer,generated_answer,bleu1,rougeL
Please list symptoms of measles.,"The leading symptoms of the disease are high fever that presents after an incubation period of 9-10 days and the red rash that begins several days after the fever starts. Beyond specific generalized symptoms, measles may have ocular symptoms. The most commonly occuring satellite symptoms are conjunctivitis, coryza and cough.","The symptoms symptoms of measles measles are: fever, is with exposure infectionation period, 2 days10 days, rash rash rash that develops after days after an incub.. the symptoms symptoms, the is also acular manifestations, most common reportedl symptoms of are feverugivitis, rashroupt, ch.",0.4542298471758056,0.3829787234042554
Which are the constitutive parts of a Genomic Regulatory Block (GRB)?,"GRBs are spanned by highly conserved noncoding elements (HCNEs), their developmental regulatory target genes, and phylogenetically and functionally unrelated ""bystander"" genes.","GenB are theher by a conserved genes-oding RN ofNss) which constit domains blocks ( ( and theiretic conserv functionally conserv genesgen-ers"" genes.",0.35476817468686295,0.3255813953488372
What is the mode of action of the drug Prolia?,"Prolia, also known as denosumab is an anti-RANKL agent for the treatment of osteoporosis. It works by preventing the development of osteoclasts which are cells that break down bone.","Prolia is a known as Proatinab, a oral-inflammatoryhe inhibitor antibody, the treatment of roporosis. is by inhib the accumulation of osteopasts and are caused that are down the marrow",0.46875,0.4000000000000001
Can pets affect infant microbiomed?,"Yes, exposure to household furry pets influences the gut microbiota of infants.","Yes, pets to pets pets animals can infant development microbi of infants.",0.5,0.4166666666666667
"In quadruped mammals, what bones make up the stifle?","In quadruped mammals, the stifle is composed of 3 bones, the femur, the tibia and the patella.","The quadruped mammals, the stifle is composed of a bones: which firstur, and tailibia, the tailecta.",0.6666666666666666,0.6060606060606061
What is the association between maternal and fetal alloantigens and RANTES production?,Induction of maternal tolerance to fetal alloantigens by RANTES production.,Muced of maternal all to R alloantigens and theANTES is is,0.36363636363636365,0.380952380952381
"What is the ""wearing-off"" phenomenon in levodopa-treated patients with Parkinson's Disease?","Chronic administration of traditional levodopa/dopa decarboxylase inhibitor formulations to Paskinson's Disease patients is associated with the development of complications, such as wearing-off phenomenon. Wearing-off phenomenon is characterized by the predictable emergence of motor symptoms (e.g. rigidity and freezing) and nonmotor PD symptoms (e.g. anxiety and shortness of breath), before the next scheduled dose of medication.","Theronic lev of lev levodopa-popa-ontboxylates ( ( in patientsTCin's disease patients is associated with a loss of Parkinson such such as Parkinson-off of,earing-off is is associated by the absence appearance of a neuron,m.g., dizzidity, stiffness) and the-otor symptoms symptoms.e.g. decreased, fatigueness of breath). and the onset phase infusion of the.",0.4540461689683222,0.4333333333333333
Which malignancies is Keytruda approved for before 2017?,"Before 2017 Keytruda was approved for the treatment of several types of malignancies, such as metastatic melanoma, metastatic non-small-cell lung cancer, recurrent or metastatic head and neck cancer, refractory Hodgkin lymphoma, and urothelial carcinoma.","Key 2017,truda was approved for the treatment of multiple mal of malignancies. including as:atic melanoma, myatic melan-small cellcell lung cancer, and melan metastatic melan cancer neck cancer, andractory melankin'soma, and multiplerothelial lymphoma.",0.5952380952380952,0.5
Αre plants from the genus Strychnos the original source of curare?,Species of plants from the genus Strychnos are the source of curare.,�cies of the from the genus Strychnos are the original of curare.,0.7692307692307693,0.75
How are Arboviruses transmitted?,Arboviruses are transmitted by arthropods.,Arboviruses are transmitted by thebod.,0.8333333333333334,0.8000000000000002
Is the H3K4me3 histone mark related to transcriptional initiation or elongation?,"H3K4me3 is associated with transcriptionally active genes, but its function in the transcription process is still unclear. It is well known to occur in the promoter region of genes for transcription activation but its levels correlate positively with the antisense expression levels of the associated sense genes implying that it may be also involved in the activation of antisense transcription. Although it is mostly associated with transcription initiation H3K4me3 levels determine the efficiency of transcription elongation.","Yes3K4me3 hist a with transcriptional elong transcription, such it hist is transcription transcriptional is unclear unclear. is thought established that be in the transcription of of the encoding transcriptional, it role are with with transcription transcriptionense transcription of of the H H of. that transcription is be involved involved in transcription transcription of transcriptionense transcriptional the is not unknown with transcriptional,3K4me3 is, transcription transcription of transcriptionalation,",0.38527803918396475,0.2797202797202797
"A bite from the Lone Star Tick Amblyomma americanum, can cause the victim to become allergic to red meat, yes or no?","Conditions such as Southern tick-associated rash illness and anaphylaxis to red meat following tick bites have been attributed to the lone star tick, Ambyomma ameriacanum.","Aensation of as red red biteborne dermat,, allergic allergicylaxis can red meat can a bites are been reported to red bite star tick. whichylxa americ.iusum.",0.3448275862068966,0.3076923076923077
Which are the cardiac effects of thyronamines?,"Thyronamines have negative chronotropy, negative inotropy; in particular thyronamines are considered negative inotropic agents","Thyronamines are been cardiacogenicoxicity and and cardiacactivationrans, and addition,ronamines are associated to in the in.",0.21052631578947367,0.13333333333333333
List programs suitable for pharmacophore modelling,"A pharmacophore is an abstract description of molecular features which are necessary for molecular recognition of a ligand by a biological macromolecule. The IUPAC defines a pharmacophore to be ""an ensemble of steric and electronic features that is necessary to ensure the optimal supramolecular interactions with a specific biological target and to trigger (or block) its biological response"". A pharmacophore model explains how structurally diverse ligands can bind to a common receptor site. Furthermore pharmacophore models can be used to identify through denovo design or virtual screening novel ligands that will bind to the same receptor. Nowadays there are many programs suitable for pharmacophore modelling such as LigandScout, Discovery Studio, Catalyst, PharmaGist, Genetic Algorithm Similarity and Molecular Operating Environment.","Ph numberophore modelling a open, of the pharmac of are used for pharmac pharmac. the givenand- a lig processromolecule. pharmacCD- program a pharmacophore model be useda open of moleculesols molecules non elements"" are able for identify the identification pharmacramolecular and of a lig lig molecule. to predict theor prevent) the activation activity. The pharmacophore is is the theurally the theand are be to a specific lig,,,ophore modelling can be used to predict the aoted-, toization of ligands. are be to a target receptor site,, are several pharmac that for pharmacophore modelling. as theIPu,,, L,, and, andPram, andistignment, to, Pharmac Al System.",0.39364198644394005,0.2533936651583711
Name siRNA drugs that have entered phase 2-3 clinical trials (by 2019).,"siRNAs that have entered phase 2-3 clinical trials by 2019 include PF-04523655, TKM-080301, Atu027, SYL040012, SYL1001, siG12D-LODER (phase 2), QPI-1002, QPI-1007, and patisiran (phase 3).","TheRNAAs are have entered phase 2-3 clinical trials ( 2019 are:AS1,,, PF---059, Tri-, andN-,,, andL04, SRNA-,,09,,S 2- and--09,, andPI-100, Q Qril-..phase 2).",0.4375,0.39999999999999997
Does thyroid hormone affect cardiac remodeling ?,"Cardiac function and mechanics are significantly affected by low thyroid function. l-T4 therapy improves but does not completely recover cardiac function in patients with mild hypothyroidism.
Long-term T4 treatment after myocardial infarction has beneficial effects on myocyte, arteriolar, and collagen matrix remodeling in the non-infarcted area. Most importantly, results suggest improved survival of myocytes in the peri-infarct area.","Yesiac remod is remod are affected affected by thyroid thyroid hormone.ysthy- and is cardiac not not improve eliminate cardiac remod. patients with cardiac toothyroidism.T-term thyroid4 therapy is thyroidelial infarction is been effects on cardiacocard remod cardiaciales, and my remod remodeling. patients heart-smallarctal tissues of patients, thyroid from that cardiac of theocard in patients absenceitoneoperativecardarcted of",0.3215153725260463,0.2644628099173554
Is bapineuzumab effective for treatment of patients with Alzheimer's disease?,"Clinical trials have demonstrated that bapineuzumab, a humanized monoclonal antibody against the end terminus of amyloid plaques, is not effective for treatment of patients with Alzheimer's disease. The burden of beta amyloid plaques was reduced in response to bapineuzumab therapy. However, bapineuzumab therapy did not improve cognitive functioning and was associated with significant adverse effects in Alzheimer's disease patients.","Yesinical trials have demonstrated that bapineuzumab is a monized monoclonal antibody, the Alzheimerocus of Alzheimeryloidosisaques, is effective effective for treatment of patients with Alzheimer's disease. clinical of clinical-yloid plaques is reduced in patients to theapineuzumab,., theapineuzumab is did not improve the function in was associated with increased adverse effects in patients's disease patients.",0.6398129374145526,0.6324786324786325
List anti-amyloid-beta monoclonal antibodies that have been investigated in clinical trials for treatment of Alzheimer disease.,"Ponezumab, solanezumab and bapineuzumab are humanized antiamyloid beta (Aβ) monoclonal antibodies that have been designed for treatment of Alzheimer disease.","Antirotexumab is Pvzumab, lacrilzumab are anti anti antiimalyloid- monAMβ) monoclonal antibodies that have been investigated for treatment of Alzheimer disease.",0.5827977023024927,0.55
Which curated databases exist for spider-venom toxins?,"ArachnoServer and its updated version ArachnoServer 2.0 are manually curated databases providing information on the sequence, structure and biological activity of protein toxins from spider venoms.","Thegentnides, Ar companion database,achnoServer are.. curated curated databases for a about spider web of structure, function features of spider-. the-om.",0.2855230946077885,0.24489795918367346
In which cells are A-type lamins expressed?,"In the rat brain, lamin A and C are expressed in relatively equal amounts, while the expressions of lamin B1 and B2 vary depending on the cell type. Human cells with reduced expression of the major B-type lamin protein, lamin B1, were generated using RNA interference. In addition, horizontal cells and a subpopulation of retinal ganglion cells expressed lamin A and C, while photoreceptor cells expressed neither lamin A nor C, and all other retinal neurons expressed lamin C only. Parallel in vivo experiments showed that treatment with thioglycollate caused the percentage of lamin A/C-positive peritoneal macrophages to increase from 5 to 80% between Days 0 and 6.","A the A,, Aaminsin- l are expressed in the small amounts. but C A of Camin B and and C2 are in on the type type. l are a l of l l l-type lamins A A Bamin B1, are enriched with a polymer. the, l RNA with the subsetcell of lic cellslion l were lamin B and C. which theoreceptor cells expressed l lamin B nor C, which thus of linal cells expressed lamin B.. cells vivo,, that l with lymoccanins l a expression of lamin A andC-type cellsoxal cellsrophages to decrease. 1% 10% in the 1 and 3.",0.47456384330345835,0.3192488262910798
Which is the database of somatic mutations in normal cells?,"DSMNC is a database of somatic mutations in normal cells (http://dsmnc.big.ac.cn/) and provides a comprehensive catalogue of somatic SNVs in single cells from various normal tissues. In the current version, the database collected ∼0.8 million SNVs accumulated in ∼600 single normal cells (579 human cells and 39 mouse cells). The database interface supports the user-friendly capability of browsing and searching the SNVs and their annotation information.","SM is is a database of somatic mutations in normal cells.normal://dsmdnc.org.org.uk/ that other a comprehensive and of somatic mutationsPs in normal cell. which sources cell. particular case study of the database is a100.5% SNVs from in normal100, cells cells.1, cells) approximately, cells) database contains is the analysis-friendly and of the the searching for genomeVs of SN associated..",0.47065222874264595,0.3941605839416058
Which are the major characteristics of cellular senescence?,"The defining characteristics of cellular senescence are altered morphology, arrested cell-cycle progression, development of aberrant gene expression with proinflammatory behavior, and telomere shortening.","Cell major characteristics of cellular senescence are: cell, cellular cell deathcell interactions, and of senrant cell expression, aton effects, and theomerre-ening.",0.4444444444444444,0.3913043478260869
What is minodixil approved for?,"Minoxidil is the only topical drug approved for the treatment of both female and male pattern hair loss. In the US, minoxidil is approved over-the-counter (OTC) at a maximum concentration of 5%.","Minodixil is approved first approved anti approved for the treatment of acute acute and male breasted loss. addition US, minodidil is approved for thethe-counter forOTC) for the cost dose of 1 mg",0.4458159843933478,0.41791044776119407
Which two drugs are included in the Entresto pill?,Entresto includes Sacubitril and Valsartan.,Entresto pill twocharrilin and Cincacin.,0.5,0.4000000000000001
How histone deacetylation causes transcriptional gene silencing?,"Histone deacetylation, catalyzed by the histone deacetylase (HDAC) enzymes, is an epigenetic modification. Histone deacetylation leads to the formation of a condensed and transcriptionally repressive chromatin structure which inhibits gene transcription. ","Histone deacetylation is whichzed by hist histone deacetylation,HH) gene, is a importantetic process thatone deacetylation is to the formation of transcription new transcription nonal enriched transcriptionatin, that is transcription silal",0.4317527483405119,0.35483870967741943
Is NicVAX vaccine effective for smoking cessation?,"No. NicVAX vaccine failed to meet the primary endpoint in two large phase III studies, although the correlation of higher abstinence rates in subjects with higher immunity to nicotine was observed. The nicotine vaccine, NicVAX, does not appear to improve the chances of stopping smoking when given in addition to varenicline and behavioural support.","Yes, NicVAX vaccine is to reduce the smoking endpoint of smoking studies studies 2 studies: which it efficacy between Nic smoking with with smoking with smoking smoking to smoking was found in vaccine- was whichVAX, was not improve to be smoking smoking of smoking smoking. smoking to the to theialal acid. n changes.",0.38327889074648347,0.2803738317757009
Which is the most common monogenic cause of common variable immunodeficiency (CVID) in Europeans?,Loss-of-function nuclear factor kB subunit 1 (NFKB1) variants are the most common monogenic cause of common variable immunodeficiency in Europeans.,Commonoss ofof-function mutations mutations (appa1unit ( (KGF1) is are the most common monogenic cause of common variable immunodeficiency ( Europeans.,0.5833333333333334,0.5853658536585366
What is the function of a protein kinase?,"Protein kinases are enzymes that add a phosphate (PO4) group to a protein, and can modulate its function.",Krotein kinase are involved that bind protein protein-p)) to to the protein ( which are bindulate the phosph.,0.31783231827782554,0.2222222222222222
Describe the GenomeAsia 100K Project,"The GenomeAsia 100K Project (GenomeAsia100K Project) aims to identify and catalogue genetic variation, population structure, disease associations and founder effects in populations across Asia and worldwide. It includes a whole-genome sequencing reference dataset from 1,739 individuals of 219 population groups and 64 countries across Asia, as well as a population-wide association dataset.","Gen GenomeAsia 100K Project isGenomeAsia 100K)) is to identify and identify the variants in and and, and,, disease- of the with the. Europe. is a comprehensive genomegenome sequencing network genome, the,00026 genomes, the countries,. a,. the. with well as a comprehensive-wide database study from",0.4067198907843998,0.297029702970297
List common symptoms of patients with the DOORS syndrome.,"DOORS syndrome is a constellation of deafness, onychodystrophy, osteodystrophy, mental retardation, and seizures. It is a rare autosomal recessive disorder of unknown cause.","DORS syndrome is a rare of symptoms,, hearingcstolstrophy, andopstrophy, and retardation, and other. is characterized rare disorderomal recessive disorder characterized the origin.",0.5517241379310345,0.4444444444444445
What is the function of PARP1?,"parp1 is the most abundant and best-characterized member of the family of parp enzymes. the poly(adp-ribose) polymerases (parps) catalyze poly(adp-ribosyl)ation, a post-translational modification of proteins.","PARp1 is a first important PAR abundant-knownized PAR of the PAR of PARp1. PARpe1enos11os) proteinase arePARp) areze the(adp-ribose)transfer and and which keytranstranslational modification of the, PAR",0.45777271446182766,0.3548387096774193
Are stress granules involved in the pathogenesis of Amyotrophic Lateral Sclerosis?,"Stress granules are cytoplasmic inclusions that repress translation of a subset of RNAs in times of cellular stress, and several proteins implicated in neurodegeneration (i.e. Ataxin-2 and SMN) interact with stress granules. Mutant FUS proteins that cause amyotrophic lateral sclerosis incorporate into stress granules. ALS-linked mutations in profilin 1 alter stress granule dynamics, providing further evidence for the potential role of stress granules in ALS pathogenesis. ALS mutations in FUS NLS can impair FUS nuclear localization, induce cytoplasmic inclusions and stress granules, and potentially perturb RNA metabolism.","Yesress granules are involvedtoplasmic structures origin that areress the of the protein of theAs into the of stress stress. and are of are in thedegenerative ofe.e. stressaxia,1, at21 are with the granules in stressibr1 are are theotrophic lateral sclerosis ( stress the granules, isrelated stress in stressusionin- and the granules expression and and a evidence that the role role of stress granules in the-ogenesis.- in stressUS111 be theUSN expression and and thetoplasmic stressactivation in contribute granules in and contribute leadurb the-.",0.40454078237977587,0.3236994219653179
What is the effect of HMGB2 loss on CTCF clustering?,"Depletion of the abundant HMGB2 protein occurs early on the path to senescence and coincides with the dramatic spatial clustering of CTCF. Knocking down HMGB2 suffices for senescence-induced CTCF clustering and for loop reshuffling, while ectopically expressing HMGB2 rescues these effects.","HMressionion of HM HM HMGB2 gene leads in in in C of Cescence and is with the onset increase shiftering of CTCF.ocking of HMGB2 leadsices to theescence andrelated senTCF clustering. is seningapingling. which theoprec, theGB2 isues the regions.",0.29513000982940946,0.22222222222222224
Which is the protein encoded by the human gene GRIK?,Glutamate Receptor Ionotropic Kainate,Theucamin-ceptor K ( Protein ( ( (,0.0,0.0
What causes Black Lung?,"Black lung, also known as pneumoconiosis, is caused by chronic exposure to coal dust.","Black Lung is a known as theocociosis, is a by the obstruct to the-.",0.4697065314067379,0.5
What is known about food intolerance and gluten ?,"Celiac disease, with a prevalence around 1% of the general population, is the most common genetically-induced food intolerance in the world. Triggered by the ingestion of gluten in genetically predisposed individuals.
Emerging research into a syndrome known as nonceliac gluten sensitivity suggests a heterogeneous condition with some features of celiac disease but often categorized as FGIDs, including IBS.","Foodociac disease is gluten gluten high of 1. in all population population, is caused most common cause inheritedind disease intolerance. the United.ichlycer by gluten presence of gluten, the-isposed individuals,Foodgent evidence has gluten variety of as gluten-phac gluten intolerance ( that linkogeneous pattern in a gluten of gluteniac disease, not a as glutenFR, gluten glutenCD,",0.3841793965583011,0.3103448275862069
Which domain of TIA-1 is necessary for stress granule assembly?,"TIA-1 is an RNA binding protein that promotes the assembly of stress granules (SGs), discrete cytoplasmic inclusions into which stalled translation initiation complexes are dynamically recruited in cells subjected to environmental stress. The RNA recognition motifs of TIA-1 are linked to a glutamine-rich prion-related domain (PRD). Truncation mutants lacking the PRD domain do not induce spontaneous SGs and are not recruited to arsenite-induced SGs, whereas the PRD forms aggregates that are recruited to SGs in low-level-expressing cells but prevent SG assembly in high-level-expressing cells.","TIA-1 is a important- domain that is stress assembly of stress granule.SGS) which proteinstoplasmic cyclusions, the the cell of is are involved generated. the. to stress stress. T binding protein of of TIA-1 are expressed to the specificam-rich domainion-binding domain,TD)ichated of of PR PRD domain are not have stress stresss, are therefore able into theop-rich stresss. thus the PRD domain aated in are required to thes. the-density stressstressing cells. are thes. the-express-expressing cells.",0.41870303801041914,0.3389830508474576
Which genetic defects are observed in Prader-Willi syndrome?,"The predominant genetic defects in Prader-Willi syndrome are 15q11-13 deletions of paternal origin and maternal chromosome 15 uniparental disomy, or rare imprinting mutations, combined with monoallelic expression of the paternal alleles.","Pr genetic genetic defects in Prader-Willi syndrome are:--,1qions in the and and 5 origin 13.representedarental deletionsectionel and the autosed of in which with a-le mutations of the gene genelic.",0.4115794258106916,0.36363636363636365
Which proteins does p110α interact with?,p110α interacts with p85α and RAS proteins.,p110α is with the110α. pp1.,0.37151909989293497,0.3333333333333333
Is autism thought to be related to the  Arginine Vasopressin Peptide (AVP)?,Differences in vasopressin levels in individuals suffering from the autism spectrum disorders have been demonstrated.,Yeserences in theopressin- in autism with from autism  spectrum disorder ( been reported in,0.37151909989293497,0.42857142857142855
What is the result of Mff overexpression in mitochondria?,"The Drp1 receptor Mff is a major regulator of mitochondrial fission, and its overexpression results in increased fission.",M M.-- (ff overe overe highly promoter of the DNAission and and is overexpression is in the mitochondrialission of M,0.22727272727272727,0.2105263157894737
What is measured with the Proseek panels?,"Differnet Proseek multiplex protein biomarker panels exists: CVD, inflammatory, neurology and oncology biomarker.","Proerencesible-seek panels panels panels-ers ( ( to Pro-, C cytok andic, neurocogene.er.",0.233379551744786,0.07692307692307693
Is cadasil syndrome a hereditary disease?,"Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL) is an inherited cerebral small vessel disease, clinically characterized by migraine, recurrent transient ischemic attacks or strokes, psychiatric disorders and cognitive decline. Strokes are typically ischemic, while hemorrhagic events have been only sporadically described. CADASIL is the most common form of hereditary cerebral angiopathy.","Yesadbral cadomal dominant cadialath ( cadtypeortical featuresarctional is congenukencephalopathy (CADS)) is a autos disease disease- syndrome with which characterized by a, and migraine seizureschemic seizures, seizures, and disorders, other impairment.ke are the associatedchemic, and theagic, are been reported reportedadically reported.ASIL syndrome a most common hereditary of hereditary arter arteriopath.",0.39595360677197855,0.2692307692307692
Which disease is caused by repeat expansion in VWA1?,An ancestral 10-bp repeat expansion in VWA1 causes recessive hereditary motor neuropathy.,V autos V-str V expansion in VWA1 is aive my hem neuronpathy.,0.30769230769230765,0.23076923076923078
What are 5 key questions in human performance modeling?,There are five key questions of human performance modeling: 1) Why we build models of human performance; 2) What the expectations of a good human performance model are; 3) What the procedures and requirements in building and verifying a human performance model are; 4) How we integrate a human performance model with system design; and 5) What the possible future directions of human performance modeling research are.,"Human are 5 key questions in human performance modeling:1) The is are a that the performance, 2) Why is performance are the given user performance model are; 3) What the performance are the of the models maintaining a model performance model are; 4) What to perform the model performance model into a-; 5 5) What the performance consequences of of the performance modeling are should.",0.5636631376360296,0.45112781954887216
What is DECKO?,"DECKO (Double Excision CRISPR Knockout) is a dual CRISPR tool, which is cloned using a single starting oligonucleotide, thereby affording simplicity and scalability to CRISPR knockout studies of non-coding genomic elements, including long non-coding RNAs.",DecKO isDec-clusion-KPR-out) is a novel-ISPR Knock that which is usedoned to a single- pointonucleotide ( which allowingix a of efficiencyability in theISPR-.. CR-coding RN regions. such the--coding RNAs (,0.2633299146121478,0.3142857142857143
Is the BAGEL algorithm used for arrayed CRISPR screens?,"No. BAGEL (Bayesian Analysis of Gene EssentiaLity) is a supervised learning method for analyzing pooled library gene knockout screens. It offers significantly greater sensitivity than current methods, while computational optimizations reduce runtime by an order of magnitude.","Yes, BAGEL isBesian Analysis of the Expressionentialsions)ys) is a method, algorithm for array gene CR sequences expression sequences. is a more accuracy than the methods, and it complexity are the errors reducing additional of magnitude.",0.37209302325581395,0.32876712328767127
Describe RCandy,"RCandy is a platform-independent R package for rapid, simple, and flexible visualisation of recombination events in bacterial genomes.","RCandy is a free forbased, package for the and easy, and easy R visualization of theinant of. the cells.",0.4782608695652174,0.3684210526315789
What heterotachy states about molecular evolutionary processes?,"Functional constraints may account for heterogeneity in the evolutionary rates among different sites of amino acid or DNA sequences. Apart from variations of substitution rates among different sites (spatial variation), heterotachy states that there are variations of substitution rates of a given site throughout time. Heterotachy is the within-site evolutionary rate variations across different lineages over time. Heterotachy (temporal rate variation) occurs with varying severity because the intensity of purifying selection and adaptive forces acting at a given position of a homologous amino acid or DNA sequence are not the same in different species. Heterotachy may mislead phylogenetic inferences.","Hal heter on be for heter in heter heter processes of heter types of the acid residues RNA methyl. from the in the,, the sites ofeatial regions, heterotachy states are are are no in the rates are amino single amino are the areeterotachy states a most-group of process of of the sitesages. time.eterotachy statesHporal variation of) is in a degrees and of heter of theification mutations is the selection are on the given site is the givenot is site acid is a sequence is different known same as different sites.eterotachy states be theetic analyseserences about",0.3750273317769971,0.21212121212121213
Was stelara developed by Amgen?,"Stelara was developed by Janssen Pharmaceuticals, Inc., Horsham, PA, USA.","Yeselara was developed by Amanssen.s. a. a.ham Pharmaceutical and, and.",0.3297707381386313,0.2727272727272727
What is a potential alternate uses(repositioning) for Primaquine,"Primaquine Diphosphate, a Known Antimalarial Drug, Blocks Vascular Leakage Acting Through Junction Stabilization.  PD could be used as a novel drug for vascular leakage by maintaining endothelial integrity","Rimaine is-osphate is a novel Drugibarial Drug, is of, andukemia,, ( Re-abilization,- be used for a potential anti for the le. the thehelial cell and",0.3125,0.22222222222222224
Which are the best methods for the prediction of circular RNA (circRNA)?,"A circRNA prediction software for plants . Circular RNA profile in gliomas revealed by identification tool UROBORUS. Numerous algorithms that are used to detect genome-wide circRNA expression from RNA sequencing  data have been developed in the past few years, but there is little overlap in their predictions and no clear gold-standard method to assess the accuracy of these algorithms. MiARma-Seq: a comprehensive tool for miRNA, mRNA and circRNA analysis. Here, we use common RNAseq datasets to scrutinize and compare the output from five different algorithms; circRNA_finder, find_circ, CIRCexplorer, CIRI, and MapSplice and evaluate the levels of bona fide and false positive circRNAs based on RNase R resistance. ","Circ numberRNA is method is the isRNA RNA prediction is plantsiob is that the of CN, and. methods have predict used for predict circular-wide circularRNA patterns have the- have have from been developed. the past. years. including the are still evidence between the predictions. the clear evidence standardstandard method for predict the accuracy of the predictions.RNA and andMq and a method, for theAR prediction which- RNARNA prediction. we we present a methods- methods to predictize the predict circular circular of different different types. theRNA-seq, Circ thecircRNA circIR_orer, CircIRCR, C CRice. find the accuracy of the fide circular non- circularRNAAs. on theAs--. Circ",0.35828244134997356,0.2488479262672811
"Which server is used for generating modes of pseudo components of DNA, RNA and protein sequences?","Pse-in-One is a web server for generating various modes of pseudo components of DNA, RNA, and protein sequences. It can, through its 28 different modes, generate nearly all the possible feature vectors for DNA, RNA and protein sequences. Particularly, it can also generate those feature vectors with the properties defined by users themselves. These feature vectors can be easily combined with machine-learning algorithms to develop computational predictors and analysis methods for various tasks in bioinformatics and system biology.","TheroteinudoC-trans is a web server for generating modes pseudo of pseudo components of DNA, RNA and protein protein sequences. is be for the web- methods, generate a 100 of pseudo pseudo sets of the, RNA and protein sequences., it can generate generate a features vectors for a same of by the.. features vectors can be used generated with other learningreadable algorithms to generate a modelsors of predict of for the functions. theinformatics. biology-.",0.49872504602950357,0.4516129032258065
What eye disease(s) are associated with ocular toxoplasmosis?,Retinochoroiditis is the most frequent manifestation of congenital toxoplasmosis Infectious uveitis accounted for 37% of posterior uveitis cases of which toxoplasmosis was the most common cause. Toxoplasmosis was the most common cause of posterior uveitis (60%),Oinalcelearosis eye ( a most common eye of oital ooplasmosis inion Eyereaitis. for by% of the oveitis cases in o theoplasmosis is associated most common..oxoplasmosis is associated most common cause of o uveitis inO% in,0.43888946041274973,0.3380281690140845
List symptoms of Meigs' Syndrome.,Meigs' syndrome is a benign ovarian tumor associated with ascites and pleural effusion.,"Meigs' syndrome is a rare, cy characterized with theopl of hypur effusion.",0.5333333333333333,0.48000000000000004
What is the importance of Janus Kinases in dermatology?,"Janus Kinase (JAK) is active in many skin diseases and recent evidence show that inhibitors of JAK kinase could be used to treat vitiligo, psoriasis, lupus, alopecia areata and other inflammatory skin diseases.","Janus Kinases (JK) is a in the dermat types, is studies suggests that J of JAK arease are be beneficial in treat dermatiligo. andoriasis, andupus, andopecia, associated, ps skin diseases diseases.",0.425,0.3125
What is plantar fasciitis,Plantar fascia (PF) disorders like plantar fasciitis commonly cause heel pain and disability and are thought to be degenerative rather than inflammatory in nature,"Plantar fic isPL) is are plantar fasciitis are occur a pain, is. are associated to be causedative. than benign. nature.",0.38461538461538464,0.4090909090909091
List example genes that SWIM tool has identified and which are down-regulated in glioblastoma,"SWIM is a software able to unveil a small pool of genes - called switch genes - critically associated with drastic changes in cell phenotype. Applying SWIM to the expression profiling of glioblastoma stem-like cells and conventional glioma cell lines identifies switch genes related to stem-like phenotype. SWIM identifies 171 switch genes that are all down-regulated in glioblastoma stem-like cells. This list encompasses genes like CAV1, COL5A1, COL6A3, FLNB, HMMR, ITGA3, ITGA5, MET, SDC1, THBS1, and VEGFC, involved in ""ECM-receptor interaction"" and ""focal adhesion"" pathways.","SWIM tool a tool tool to identify the wide number of genes that including genes genes - that important with gl changes in gl survival andlying SWIM to the gl of of switchioblastoma genes cellscell cells, the celliob stem lines, a genes that to the cellcell cell. SWIM has switch switch genes that are down down-regulated in glioblastoma stem-cell cells. is includes the such the11, CAV,,, C5A1, COLN1 FL31, HB1, HGA4, ITG TGL,, TM1, T TB11 which in thetransB""mediatedceptor"""" and thecib cellhesion"" in.",0.4807692307692308,0.3468208092485549
Can bergapten cause phototoxicity?,"Yes, phototoxicity is a side effect of bergapten.","Yes, botoxicity is a serious effect of bergapten.",0.8,0.75
Are there Conserved Noncoding Elements (CNEs) in plant genomes?,"The detailed view of conservation across angiosperms revealed not only high coding-sequence conservation but also a large set of previously uncharacterized intergenic conservation. Grass genes have dramatically fewer and much smaller CNSs than mammalian genes. Using an alignment-free information-retrieval approach, we have comprehensively identified all long identical multispecies elements (LIMEs), which include both syntenic and nonsyntenic regions, of at least 100 identical base pairs shared by at least two genomes. Using a comparative genomics approach with four dicotyledonous plant species (Arabidopsis thaliana, papaya [Carica papaya], poplar [Populus trichocarpa], and grape [Vitis vinifera]), we detected hundreds of CNSs upstream of Arabidopsis genes. We consequently compared the genomes of Arabidopsis thaliana and rice, which diverged about 200 million years ago, and identified 25 ultraconserved elements that are longer than 100 bp. Using a local sequence alignment set to deliver only significant alignments, we found one or more CNSs in the noncoding regions of the majority of genes studied. ","Yes conserv phylogen of conserv of plantiosomesms and that only conserv conserv elementslevel elements elements also high high number of conserv unknowncized conservgenic elements elements genomes are conserv increased conserv fewer less conservs than in genomes, the open ofbased approach modelbasedainingeval approach, we show identifiedively identified conserv C conserv Cicepectcific with (CNEs) which are C conservhet and nonpehetic elements. and which least one C C pairs. by all least 50 species. a phylogen approachomics approach, a differentendarbonranslicons- sequences genomes,Gidopsis,aliana, aryrus,Pib],aya], anda,Plar]ichomonyana], and pfruitGes]ivifera], we have a of conservs, of theidopsis,, also identified the C of theseidopsis andaliana and p plants and haveged from 50% times ago. and found a conservasterved C ( were conserv than the kbp. a phylogen genome- approach, a a a amountsments, we show that conserv more Cs that each genomecoding regions of the genome of the..",0.4120306789884203,0.22295081967213115
